variant,station_id,pattern,mae_mean_mean,mae_mean_std,mae_mean_count,rmse_mean_mean,rmse_mean_std,rmse_mean_count,mae_T_mean,mae_T_std,mae_T_count,mae_RH_mean,mae_RH_std,mae_RH_count,mae_wspd_mean,mae_wspd_std,mae_wspd_count,mae_P_mean,mae_P_std,mae_P_count,mae_q_mean,mae_q_std,mae_q_count,rmse_T_mean,rmse_T_std,rmse_T_count,rmse_RH_mean,rmse_RH_std,rmse_RH_count,rmse_wspd_mean,rmse_wspd_std,rmse_wspd_count,rmse_P_mean,rmse_P_std,rmse_P_count,rmse_q_mean,rmse_q_std,rmse_q_count
sabc_metadata,butcher_ridge,short,0.2691906690597534,0.0036551585964279374,3,0.3483330309391022,0.004589791112096291,3,0.25896352032820386,0.011432563034568022,3,0.3491670886675517,0.005606624089758961,3,0.5447753469149271,0.0074784670377515475,3,0.0668569083015124,0.002734353002074546,3,0.12619052330652872,0.0036482784571321494,3,0.33796287576357525,0.015556331890767161,3,0.45883919795354206,0.007764685663107252,3,0.6945558786392212,0.007172857787024456,3,0.08408741156260173,0.0030909275682493628,3,0.16621985038121542,0.005148721129952885,3
sabc_metadata,mount_sidley,long,0.3598909874757131,0.0026287805081160525,3,0.4907674690087636,0.003233248793836997,3,0.3609539171059926,0.010056779801294293,3,0.6287901401519775,0.016991145421332773,3,0.5012827018896738,0.01773009154492514,3,0.06788065036137898,0.00701589642958037,3,0.24054750800132751,0.012112467460095925,3,0.4387134114901225,0.009921549110738594,3,0.8062910238901774,0.02390577446054354,3,0.7801109155019125,0.012995057627967908,3,0.08566595613956451,0.008724085933785618,3,0.34305593371391296,0.013998143735344096,3
sabc_metadata,mount_sidley,medium,0.33567601442337036,0.0042278225022492205,3,0.46453045805295307,0.005936795540473184,3,0.29523170987764996,0.0037122607270011205,3,0.5794446468353271,0.01873995908430821,3,0.4941600461800893,0.0044694829923107434,3,0.06516534710923831,0.004827284714185688,3,0.24437829355398813,0.0036036426234459106,3,0.3742293417453766,0.0009264780438981299,3,0.7263538638750712,0.02772277955508044,3,0.800129214922587,0.015372382945520239,3,0.08262154708305995,0.005278483311448496,3,0.33931832512219745,0.008128631085008612,3
sabc_metadata,mount_sidley,short,0.31833596030871075,0.00275582465612853,3,0.4407971700032552,0.004942003893637321,3,0.24453135331471762,0.025227258075709844,3,0.5528450608253479,0.005899051086510335,3,0.5057873328526815,0.012667483691302196,3,0.07142794380585353,0.0035510323308914657,3,0.21708814799785614,0.004401144862795234,3,0.3118045926094055,0.030557220181531394,3,0.6863225301106771,0.008181653453609265,3,0.8108104864756266,0.004323515700444977,3,0.08986188471317291,0.0038790352367623943,3,0.3051864107449849,0.00459451425126967,3
sabc_metadata,nico,long,0.1962467829386393,0.018146615827295702,3,0.23913217087586722,0.018499016372498893,3,0.18123392264048258,0.006840678645960887,3,0.4428967734177907,0.05148715243941961,3,0.2105921506881714,0.0022613720284194597,3,0.061968736350536346,0.007084751774247699,3,0.08454230924447377,0.025302779864008237,3,0.23428613444169363,0.006483260411088369,3,0.5092221597830454,0.050933938221529224,3,0.26923827330271405,0.0027888337112693274,3,0.07663425306479137,0.007476714849499333,3,0.10627998908360799,0.0281103024651955,3
sabc_metadata,nico,medium,0.15100888907909393,0.004181803078901182,3,0.19223235050837198,0.0043546142723864135,3,0.169403538107872,0.00040990852898431713,3,0.26217226187388104,0.023290070117197737,3,0.20425728956858316,0.004290225521057201,3,0.058966283996899925,0.001460843512878937,3,0.060245068122943245,0.002210321414644549,3,0.22281746566295624,0.001773496537924493,3,0.32252636551856995,0.022475706853587026,3,0.26179508368174237,0.004646669919705825,3,0.07418574889500935,0.0018580935024655365,3,0.07983708381652832,0.00475445020067295,3
sabc_metadata,nico,short,0.13699754575888315,0.002214798164916247,3,0.17554497718811035,0.001956329494334368,3,0.16937129199504852,0.0028258156127067093,3,0.1710259069999059,0.022086705471057448,3,0.20013177394866943,0.00558540949475886,3,0.0829077089826266,0.0058918140549091055,3,0.061551028241713844,0.002605391006598219,3,0.2237910976012548,0.00557315651743823,3,0.21438532570997873,0.025136925938333242,3,0.2574366976817449,0.0072651003557937955,3,0.10298338284095128,0.006418045462806919,3,0.07912837465604146,0.0031526034379625745,3
sabc_metadata,sabrina,long,0.22891808052857718,0.0024041309265618854,3,0.3020760416984558,0.0037619959661076186,3,0.18524559835592905,0.002902864803591922,3,0.3009103735287984,0.009868571915792696,3,0.39326504866282147,0.0028255735008889033,3,0.04990691319108009,0.0022672203135479384,3,0.2152625024318695,0.012308536912774002,3,0.2495480477809906,0.0034421245136879875,3,0.3751375575860341,0.010063968084095142,3,0.5191036264101664,0.005439313339412996,3,0.06330603236953418,0.0029974316539414,3,0.30328495303789776,0.015526964170289027,3
sabc_metadata,sabrina,medium,0.22867745657761893,0.00338524583164452,3,0.3020640015602112,0.003324101354321056,3,0.1811152994632721,0.0034158507639683593,3,0.2966097096602122,0.008299349804598661,3,0.3942277530829112,0.0038559764379855867,3,0.0501159131526947,0.0026474329885975774,3,0.22131855289141336,0.014358733086000703,3,0.24235538641611734,0.0060699556416146236,3,0.37416165073712665,0.007535989510415893,3,0.5190489888191223,0.004572633952032701,3,0.06559753542145093,0.0050158530638145975,3,0.30915650725364685,0.019852051723013166,3
sabc_metadata,sabrina,short,0.226183091600736,0.003841896432316251,3,0.2986140747865041,0.004936352091942151,3,0.1770827223857244,0.002095201290235492,3,0.2873816192150116,0.013633745234683565,3,0.3957168559233348,0.005636028653375388,3,0.050502405812342964,0.0030021001475011608,3,0.22023185094197592,0.006112788580360839,3,0.235163281361262,0.0033428146854002057,3,0.36558495958646137,0.016831084802442706,3,0.5215179522832235,0.0058586358507915146,3,0.06384567419687907,0.003597439882599952,3,0.3069584270318349,0.009101241040852718,3
sabc_metadata,zhongshan,long,0.33484869201978046,0.009974706388826839,3,0.41413019100824994,0.013745793402960312,3,0.1367835352818171,0.0023212780090784827,3,0.5757227142651876,0.01716070324259656,3,0.5352222621440887,0.031907847511287196,3,0.06143678352236748,0.017628314278105905,3,0.36507825056711835,0.009862599860502207,3,0.18706360956033072,0.004691283613308374,3,0.6900906165440878,0.02063625746687103,3,0.6644600033760071,0.048264771157803914,3,0.07658632844686508,0.020104942147156926,3,0.452450434366862,0.009203297452168763,3
sabc_metadata,zhongshan,medium,0.2923741638660431,,1,0.36877840757369995,,1,0.13719069957733154,,1,0.45188790559768677,,1,0.47610029578208923,,1,0.04890779033303261,,1,0.3477841317653656,,1,0.1856955587863922,,1,0.5553299784660339,,1,0.6025456190109253,,1,0.06361133605241776,,1,0.43670955300331116,,1
sabc_metadata,zhongshan,short,0.27025583386421204,,1,0.34476956725120544,,1,0.13530538976192474,,1,0.416382759809494,,1,0.4247022867202759,,1,0.05238945409655571,,1,0.32249915599823,,1,0.18520335853099823,,1,0.5164655447006226,,1,0.5429556965827942,,1,0.06617041677236557,,1,0.41305282711982727,,1
